Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784259144,25,,Aggregated,9.000000,0.000000,120,160,340,4000,4300,4400,4600,4800,4900,4900,4900,288,0,120,1105.0936536377978,91.38283395441249,4918.875250034034,8048.46875
1784259145,25,,Aggregated,8.700000,0.000000,120,160,370,4000,4300,4400,4600,4800,4900,4900,4900,299,0,120,1109.8812814840087,91.38283395441249,4918.875250034034,7930.5953177257525
1784259146,25,,Aggregated,8.000000,0.000000,120,160,370,4000,4300,4400,4600,4700,4900,4900,4900,308,0,120,1106.56849958695,91.38283395441249,4918.875250034034,7839.915584415585
1784259147,25,,Aggregated,8.000000,0.000000,120,150,340,4000,4300,4400,4600,4700,4900,4900,4900,315,0,120,1098.787749599525,91.38283395441249,4918.875250034034,7986.933333333333
1784259148,25,,Aggregated,8.700000,0.000000,120,150,340,4000,4300,4400,4700,4800,4900,4900,4900,324,0,120,1099.9898713947644,91.38283395441249,4918.875250034034,7891.364197530864
1784259149,25,,Aggregated,8.800000,0.000000,120,150,370,4000,4300,4400,4700,4800,4900,4900,4900,334,0,120,1107.7917612153929,91.38283395441249,4918.875250034034,7796.482035928144
1784259150,25,,Aggregated,8.800000,0.000000,120,150,340,4000,4300,4400,4700,4800,4900,4900,4900,344,0,120,1091.2262584652337,91.38283395441249,4918.875250034034,7824.773255813953
1784259151,25,,Aggregated,8.800000,0.000000,120,150,340,4000,4300,4400,4600,4800,4900,4900,4900,356,0,120,1082.2808586013257,91.38283395441249,4918.875250034034,7749.283707865168
1784259152,25,,Aggregated,9.000000,0.000000,120,150,370,4000,4300,4400,4600,4800,4900,4900,4900,360,0,120,1093.1923193168284,91.38283395441249,4918.875250034034,7764.788888888889
1784259153,8,,Aggregated,8.400000,0.000000,120,150,370,4000,4300,4400,4600,4800,4900,4900,4900,363,0,120,1107.2860976721843,91.38283395441249,4918.875250034034,7782.148760330579
